Name,Season_from,season_to,Country,Role,Batting order,Batting style,Bowling style,Wicket keeper,Captain,URL
MS Dhoni ,2008,2024,  India ,Batsmen,Middle order,Right hand,Right arm medium,Yes,Yes,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2024/57.png
Jacob Oram ,2008,2009,  New Zealand ,All rounder,Middle order,Left hand,Right arm fast medium,,,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBxMTEhUSEhMVFRUXFxcXFxcYFxcYFxgXFxUXFxYXFRcYHSggGBolHRUXITEhJSkrLi4uFx8zODMtNygtLisBCgoKDg0OGxAQGi8mHyYtLS4tKy8tLS0tLy0tLy0tLS4vLS0tLS0tLS0tLS0tKy0tLS0tLS0tLS0tLS0tLS0tLf/AABEIAOcA2gMBIgACEQEDEQH/xAAcAAAABwEBAAAAAAAAAAAAAAAAAQIDBAUGBwj/xAA8EAABAwEFBQUGBAYDAQEAAAABAAIRAwQFEiExBkFRYXETIoGRoTJCUrHB0QcUI/BicoKSouEVM/HCsv/EABsBAAEFAQEAAAAAAAAAAAAAAAQAAQIDBQYH/8QALxEAAgIBBAAEBQMEAwAAAAAAAAECAxEEEiExBRNBUSJhcYGxBiORFELB8DKh4f/aAAwDAQACEQMRAD8AxDFIYo7QpDF06MWQtEUooinKxBRI0mEzHQTk04J1yQ5RZNEd4TDwpFRR3KqQREaKACCMIC/otQ5T1UyiVEYVLoBYl3YmWNBTGqJZ1b3RZg+o1pIA5mB5nRD4yyyCzwLuyxdrUazFhBPedua3e71VtaLka1zg2o2GgQ5xAk9EdrtwspfFOAQ0sccLiQHiXAbmktyHNRbXY3WuqSyo2mS4CJyLXhpJ14ujyUkl0aENLFL4iKWtJjE09D5T1Uh9gd2ZqDvNaQHR7pOgKiXzcjbNSLnFxeR2hOjYktLCTvmM+qqKt9NdYS1rzTqtJmmILXHIipiOZzAyTuuL6F/TRZdNYUIVTs1tOWjDWAOJsBwyByOfWVbYgcwZBVdtW0FsqcUGEaIJQVJUBBGgosQESNBIRj2J5iZangV6EjNkLQhBApysSiRlEmHEOTTynSmXBMyaYy8plyccmXFUTCIiCUAgUSAvLkPMKlUCoTSplnOix7VyMy2s61Wx91VK9XuQGshzydIOQbznhyKyllGgHhxK7VsVc5stDC+BUqHG/wDhyhrfAa8yVVXDdIIoT3ZMxfmzMucSWlpEa6RGR45kZzuWIp3JWpVJa9zc5yMxJ90dM/Jd5vPCKZxAGREHfOqwV/mlRaXNkA6DLeDME6ZAg8ZTWw2PhmzVPeuUcm23v2pUDaGJ2BrWiXRNTCT3nDjnpoqezXLUDBWIAZkZcQGxMcc//Ftruumz2qtWr1XAMpAQNGz3sv8AEHxVdfdob2IpASwtqYRnAcH4oA8ZClGaSSRCUcsat1NhslKpThuCnTxzrjfm7AN+g9Ui5toxhAqQBiIGWZG6YVLedqw1GU5GBjWgjcMydP6lXtrDEXDdOEdd4VyhlclNmHwdUY8OEtMjilKh2QvDtKRaRmyBPEEK+QFsdssGdOO2WA0EEFUyIESNFCYRkAnWpoJxq9CRmSHQhKII05ATCSlFJckOJKaenCmnKLJojOTLk+9R3KiYRETKIFEUglBXIvisjzXKXZ35qqkp1lQrLnDJaqzYXFQfVq02U2lzi4QBrAMkzugb11y3kCs2H1A1jTjeJIBiGh0e1rmqm57NZLKxlOz1aYc5jXVKjiBUqA590/DyGS1Nz16VVhdRMiSDyLciCh1BN4TNOml0w3P1KK9LZVwgmAwQMYPdMkcVndobN+YoupEwciHHjx5Ba+/LSDTcGhsAiTG+dR4SsbarZ7TgJygDiSqLOH2H1LMc4MVcNGuGVYElrpcDo7Dk6OhIM80V83YWWTt2Oc53akOPwjAAchk2SY6NlSrbfDgOzYO5JxNwjfkT6JVlt7m0XUnNPZz3gNXSO6OoMJKaKXVNvODnLw6cREzJk5oqb4PX9yFNtlU4nB3dOe7mfVQDk4D96I2LygSSw8Gw2JqQXt3RPqFrZWN2Us+FmM66AeOvktE2ug745lkDvxu4LGUWIKF2yQbQh9jKSwlDEq42hJ/OJbGMUjU60JpikMXoBmSDDUcJQatp+H2z9GsKlau3tAwhrKe5zsOIz8WoAGmaquujVDfIlVU7Z7UZG7LA+0VWUaQlzzA4CASS47gACfBae7tgHOfUbVrABgbmxpJc55IgYiIjDrzC2d22Oq2p29Z1OmKbyG2ek1pbTplsEOfEuOEzkAJCk31eFGi+KjmsDmHC4/E1wLesgnyWHf4rNrMeEblHhlae1/E/9z9TlF8bL2iztNSo0BmLCDiEnnhCoHhdQveyVbTZRaHODmlmNobO8mYJ3QPFcxrMgkcD/wCIzw/WyvTU+1+AbxDRRoxKHTyn8mRXhR3BSnjKd3Hd5ph4RsmBxTGC1F2SdhSKDAhbEEwI7LISpFOwlWtmpDgp9OiOCAkuQhM1X4T3Y1zKxdR7RzXMwkgEAFpkDEcj05Lb1rxpsIs4aaToMNLcIOWKGkZExwWb2DsJbTfV7apTa6WhrNJGRe6fe3BaaMFCo59SpUgOOOpgxAcg1oA+aCu4zgOpbaW7/f8ABlL5qmDBycFlnPhsTotBfeVOmIg4ZPjmsraGkaLL35eDWUeC82Uuqm9tao+j272gCnSicdR04SR8IjMnLNTbRYRYrFUdasDnPqMJaHA9p2QkAZZS7I8goNw7WvslN7GU2uLs8ROYMRB4j/ayG1F61K4c6q8uMHw5AbgrlOOEkuRowkpPPXfz4/BjLbWc+o92hc4uMaZmckqjQyY8fFEc5+yjgYt+c6K+2auV9Z4h3da4F329Eck8YRmTkstmnuixllFkgYjJjcAdPRTG2bkrxlkEJxtkCLVPBnSlueShNmTTrMtKLIEX5IJ/JRHgydezlQjSdwW0q2EKKbvH7Cg6F7D8GKan2lNNCca1dKYrY81y6D+HTHOs1YtL8TKzXNa3eTTAzyORAjwXOwuhfhHbMNatS+JjXjqxxB9HjyQevhvoaCtDPZcmN1hbKNes4Mc/tW5j2i2M2nI6iXDyUTYfZ99uqOtFsLn2ak7DSpumKhb8XFjcst5PIz06tZBiJj/xJcKdnohtNoaxo7oHD7rloUqD3S9DrZ6xyhtgsN45Rm9sra2jQ7JgDGwWtaIEDcI3BUuwey7arqlqrMDg09nTpublOEE1CDuzgeJU8WV1trtqDCadFzC+ZIccQdgAG+G+oW1q1BGNp69BqIVmnm05TXr+CjURW2Nfs8v6lZbbqoVqRomm0BojDhAA4Fv3XGNs9mXWOrAzpu9k7xyK6Nt9tD2Aouou/UcZH8o1xDgsJtFfrre8YhhDWOyHGJn0V9GqlCzj35IW6VTrzL2bXuZCFKoBR2qTZ1sWdGLAtbMMlNYodnCm00BLsvOq7P2Zlms7Kb3Al3fdJ0LgDDeQgBQL7vVtWo2gw/pg4qhG8NzjzELKC+ahYxrsywYQ7OY3TxgZJmiD7WLPfxWTq52x/t49zX0vlPGHyWd+WnG4kdAFnbS4BTcD3uDGCSf3nwC0tybKsBD63fjPCfZJ6bws2uErZZNNyjXHkx9muqo5hqkYGbid/Jo1PVZu8qPdcOq6/tHQLgGNBO5rWiSeTQNyqLr/AAzLz2lreWjdTYRMfxv3dB5olzjB49il2wUd032cP/415cGNbJcYHMldW2Tub8tQDD7ROJx5xp4Lo9h2Xs1Afo0GMI9+MT9NcTpKy76OF78yRiIE78yiNJ4hGy5V7Xz6mTqIxlFyi8IJrUoBG0I1umcABG1qNAJCCwpPZBOISkI5cxpTzWKzFhTrbEtZWoy3UyqDSpl0299nqsrU/aYZ5EHItPIhSvyKH5JO5RksMShOLyjqdnv5lSgKrJIcJje06EO4EFPUsdSmcYiRkN468Fgdk7WaFYNd/wBTzhdyJyDhw3TyXSLPSwjAZy7vKN0fdczqtO67GvR9HSafUKdaeOfUxWxtvdRtL7OYLajjp7rmA59CB6J/arad9F7qNIAFzZnrM+KjbTl1G2NqNEY4dkNHNObQd5gmeqh7Y0mY+0yIdDgeR3LO3OMdpp4jKW/Ha/7MFbnOIa97iSSQCTJga5bhJTly05c/P3HeeGAmr2e0kQNAQTpnMorstGB4J+XUT6qyHXBGzLXJWtClWdLtlkLXkcyR0OiTSELo5STjk5tRalhlrZ1MpqvoPU6m9BvsuJlMJ9qi03haLZW622h7jUdFNgBduLi491s7gYOaqsnGEXKXROKeeC/uGy0sAfSBh0ST7RIyIPCDK0VGkTkFBudpe6oA0NpscGMAEANA0Ec1NtlsqUsm08tx3eMLn7NbCqG/Dw/kac92dnr9SfZ7G1mcS7efoOARG1sxYAcTuDc46nQeKpaTa9cw53d3xk0csvaKuLNRbSbhYI4neTxKoq1Dt+JRxH3fb+i/yDWQw+XliLY92ndHHKfqFhLxpOZVex0GHEyBEh3eBjoQtnbiXb8lm9p2DEx40c2D1YY+RCs0d0a9RvkiuabjhFW0pajtenO0C6yMlJZQHgdBQSMYR4wnEKRpIKOUhynFAJwWcIMTrSrd7IuIj8uEPyyeBQLk6sZHaRzZlvbvqdoylWJzLcLv5hkT5grEF61Wx9bFSfT3tdI/qz+YKG1XxRyE6Z7WL2zsOKkHNAJYcfhv881i7RZe2DacgCRhMnjmF1OswECeEHodVzm32AtxUzoCSPOQse+OJZNbTTzHb7FdfWxzAJxx8UdMllLxukNDcBMgkGemULod1W4OmnVaHDOJ+Szd+VwXvaxoAG/wzCreYsug8x59Cgs/6rOzOT2ju/xAatVRWfBVtXoYML57xMjkOKgbQUcVPt6Y/nbwPxdCtGi/jazPvoW7ciPStg4qXSt6yX5kypNnquJAAJJIAAzJJOQAGpMq1yKnWbCz22V1XZjZ6tSojGMNSu5nd+BjWvPe55zHTmon4c7BtswZXtbcVpd3mUzmKI4ni/TPdIAzzXSYQWoj/UQdb6fZWpbXlCadMAQjdGiNzo1SKQMSdT+4TtJfBFEfmHAAyEKFaHndr+9TwUyoVAtCztW+MLosgVlstLQ1z8UNBDcRyBJyhvHqqC+6n6dNpOeN56AhhHzlW17V2MirVAdh/wCth9524xwCx9W1OqPc95kuJP74aeiz4rnKLH0ItT4bi4fX/fzUT89zUmuzExzeLT57lz43q4Eg6gweoyK3vD73s2+xDys9G5FuShbVhf8AmCltvkrQ81jOhm7bbUr87zWIbfKV/wA5zS80Xks2zU41NNKcCJQKxYQKAKCciIcrbZO04LQBueC3x1b8iqpySyoWkOGoII6jNRmt0WicHhnVHiVnL7skmQJJ3DfuV9Zq4cwOGjgD5jcm3jh/tc34hrIVLHbNGqTi8mHrXHVBDg2BrLnADdxzKbvC7GkAgZkaa5zmtfaN+U+ipLZZzByjflKzdP4k7ZbJfYMg+cmJtt3YXEOzjOOW4f6VPVsrqTiSJHvD4hwPJbr8uKjzlnAOmmUhVdpoYpHUadfuteE8Dzjk5jtHcRpONWm39Fxkfw5SWngupfgdshgDrdaKUOOVnxDMNE46gBzBJgA8AeKg0avYuBIDw0tJaR3SZmOui6ds9f8ARtAa1r4e0HE05E5ZlvxCeCulfLiOOPf7gN0GkXzGanf9NwSnugScggo9tjD3nYW5TpORBjpl6q5yjGOX0CpZYtveAnLOfAaShVtDRq4DqQqG9tpWUgYbzlxDRxJzzXMbw22ca+KtTNOm/wBioRk4iPECIQcLLb9z08d2O2XOpRw7HjPR2KvbGgSXADrqqK8r/a0HAJ5n6BY1t6EiWwRuOo8E3Uqk5uPhvWVZ5s3ifH5LdkY9cirbanVXF7yTwTRf6Jp1Sc/JJqGAnwksIhjL5JDn6lc/2ss/Z2l8aOh4/q19QVunOnCOOZ8Fjtv/APsou4tePJzY+ZRnhz/e2+5POFkzuJDGo/aJJqLf8pkPNJOJHiUXtEO1TeWx/NOwscnWlQWV04K6KM/JNxISofbpba6QxJcU0SkGqmzVTMc6PsrXD7KwDVksPUGfUEKwcFith7yDaxpE5VRA5PbJb5iR4BbMuxuLQe632iNSdcI8IJ6hcl4loZS1GI+obVLgg26tAOFpeRwgDTicln3urOl1V4Y3cxhj+52p6Ba22AQABlwCrLZYcbCI0n7hSr8Lrpee2G1WrHJU0mNEukS0Z+U5qmptkQ2STmTzOZWysdwgUC2B2jhLjxMREnlksjUxCQWmWS3LLoUVKEodl0JxnnBUVG6y3KMuoGWf71UV7cEOBjDEnfORyOoM8FYWzQd4CBmqa05b5zk+alGXoQsia/Z/b91Pu2ialMe/H6jf5h749eql39tfTqtcKT8vdLco4EuOfkFzKpUIJPp6+X3UOnaOzqh0905O4RuPgoanT+bXhN47wV0xhGe5o1j3doHCoQ6RnPvDmqO2XY9gmh3m5/pP7wgkEhhOYmPQcFMBk8jmI3HfCfbPFUaPW3aSX7b49V6BGq0tdy+IzzLS5o7SzS3C4Y6MzmQJDWuz4/NaK77wZXbjYSQDBBEGYmDKg31RxUnuAAc2HYgAD3TxHJQ9lXOBqN1bkQd2I/WPktDXaunV1qyMcSXYJp9BOEJScuEaVvy+aB7xjcEWggaoEwMI36n6LEbIbeQYtTxyHTcsl+IDs6DeAqH1Z/tal7oy946DhzWI2urYrQQMwxrWeObnep9FoeFV7tQn7JkL3iBnyiCeLUgtXUuIFkbKTCewoYOSbaPuN023804LfzWdxlGKhRfkIz9zND/yCcbePNZvtClCqU3kIlvZp/z/ADSfzvNZsVSj7YqLoH8xmlpXiWuDmuhzSCCNxBkEeS6NsVtGa9MsdBqMJLogFwcScXmYK4oK5VjcF+Ps1dlUTAMPHFh1HXf4Ie/Sbo5XZdTc4y56O/GqCd/iFKp0gqaw21tRjXNMtcAQeRVvSfAzWPB8tM05LjgkgQsbtZSFOoKrRk7J3Xipt+bTMogiZdwCw1v2jfUJxnunduQ+p1EGtqCdLp5p7hm1UYM55mc1UWmRlG885VzUqdo3EM90/dRRQBPFDxa9AqUcmaqSJnx4qBUdotBe1g1OmWv+ln6g4oqt5KZR9y4umtLcO9unTcrJjpWbu6sWvaeJg+OXzAWkw97wWXq47LOPUKr+KI4GSCDoQR5iPqm7BZm0WBrf9k7yVJOWe/d90xVqcPEqhTeMEJp4x6CbdbmUhNR4bO/eeTRqSnxVn2RHM6/6XONqSfzL5OkATuGEHLxJW6ua09rRpvmZaJ6jI+oKO1Oj8qiFuewCE07HH2JeTQ4jgS474AJzK51VqF7i86uJJ6nMrf3zWwWeoeLcI6uMfKVhS1avgVXwSn88AuunhqJGwoFikYECxb+ADcRSxFhUnAiwJbRbiWSlSkFGCisAgqUqUhGEhCiUEUoJsDgRkpMoSlgdM334e7TtpMfRqnQh1MExI95knTQHzWjv/bRvZ4KTXYjroQOhGq46ldoYiTHUrK1Phvmycoyxns0NPrlXFKUc4NLarwLjicQObiq2teDeJd0yHmqlKBVdfg9MOZcltni10uI8Havwuu8PsL3VWgitUd3f4WDAPUOTF97POoOlhmmTrvHAO+61mytj7GxWelvbRZP8zm4nepKnVwCCCJB1CwNVsjJyjwEUXzi8t59ziO0RLThnL7Roso5znGAut35sM201SW1i1uuHDMcQCmry2Po2dtNtIkvORLol2kxwyKH/AK2MIbkjUThOSWezA2K6Xgsc4QCZz1MZ6dYV9QoOc6GtLjrAE5DUnkrK/rGyk6lTzxERnq4l4Degy1WzuW72Uqlem0Zd1k6k5u1KH1HmyhC6axGWcfYTvqhmMHlrv7s5w/UgqOVKtjcNQjmR5FR6xiTwBPhCHr5wTsOe7T1AbTUjiB5NEqdsdfIpP7J5hjzkT7rvsfms/aapc5zjq4k+ZlTbgud1pqYdGD23cBwHMrtrq61pNlnSSMGMm7cx9zbbV1u7Tp8SXHwyHz9Fm8Ktb+IFUU26U2NYN+6czxzVbCu8NqVemil9f5BNXZuuY2WosKdhFHJH4B9w2WosKdhHAT4G3DaMJKMK8qbDCNJRykLIoISkSjTDZDlAoiUSQ+RUopRShKi0PkUFJu+y9rVZSHvvaz+9wb9VFBWm/Dmy9peNmyya41D0YxzvnCpvltrcvZE6+ZJHfjAyGgyHQaKut9p1Y32jAHU/YZqW9+YA1PpxJUUUmhxIGc67159qLN3Bt14XLDsVAMaG+az1/Hta8H2WiXcgMz8lo3vgE8AsTtLa+zs1arPeeMLdZ75w5eEoNRdtkKY+r/8AAqh4bmzFWe0mpaO0z71UEch2gIAncuxtbFaqeNRnzK5fsZdRqWikCMhFR3JrTPqYHiuqgS4nm0+Ts/mup/VbhHyKI/2p/jBj+HycnbY/7n+Dlt9tio/k9w/yKp76r4KFR/8AAfMiB81ptqrOG1Xgb+9/dmfWVkL771mqjg2fLNc9pMSnFfNHS3c17l7HPWUySANSQPEmAuo3Hd7aNMUxuzceLt5K55s8ybTSBEjHPkCfouj2ypgpPcNQ31OQ+a6HxeTnZClevZk6XEU5v0MtbKuOo9/FxPhOXomYRgILpYQ2xUUYUpbpNhQjhGUYUsEchYUMPJGAhClgbJFRpISpViGAUEQQTjBoIigmHAgUSCQg0AUSOEwgwuhfg3ZMVprVc/06OEdajx9GHzXPwF2X8J7D2diNTfVquP8ATT7jfUO81leMXeXpZfPgK0kc2fQ2kGJyH73/AGSGnjCWAInX1TVR0ZASToPqeS4SXODXQlzST7WUHLjIjNc+/ESvPY0Bze4f4t/+l0OgwnOB1OZPRcu2wY994PZBkuY1o/paBHWZ8Vr+AaVS1kbJdRTZHUTcapJfQ2mx929nSNVw71QNjlTAEeZk+AV44+0eARuaGw0bmtb/AGiPolWsgUah/gcf8TCB19r1eqssb6z/AAuiNEFVCMV8jCbRMB7JwMzSAnjG/wBVg77JbTqjixw9FvLTT/SNM+1RdH9LtPVZPaGy4qb4+Bw9ChNI8SX1Nx/8MGH2QZNqaODXH0Wu2gqRSDficPIZ/ZZbYgjtnH3g3LzGJaDah/epjkT9F1b/AHvEoZ9FkxJtw0smvoVEowmwUcrpDAFoSkSjCfAhcoYklGkNkjBAoAoQrCQZRFBBIQSNHCEJhBFEEuERSEFCOEaKVFiQsLv2y9mNKw2amciKNMuHBzhjPq5cEslPG9jPic1v9zg36r0hUjMDQZDoMguX/Ul22EIe7yaWgjy2H0yKJx9fX9/VIYf36JLXw7y+v1C5LzcM0sE1rgNcgBnwED5LC3bFqtle2Edylg7LLUwWyf6QXRxcFdbT2gvAsdAzVre0fgpaku4T8p5KVSsjLPQdQp6U2EuPxPIzcf3pC3nNaTQynJ4nNYj9PVlMY7rEv5Jdd2h5IXg7uNbxLR/kE1QE0WTrhHyTF8WiKJeDBwgjrGULm3Y0n80gmMMyS+Zlr5OC0PnRwz6OEH5KmrNBBBzByPyU+8nl7KdXMmMLuTm6/dVsqyp4NZRxHDOd2ewus1va05tBcQeLC05+vorjaKqDVEbmj1JP1Vze9jxmnUA79N3mx2Tx5EnwVRtBRDTTIOZBHgDkus8N1EbtTCT72tfcw9fS4USS6ymVUowkowurRzoco0SMJxg0cIBFiTjDCMBBBOTDhHCCCQgIiUEEwgiURcggkITKEo0EwkO2euWOa8atc1w6tcCPkvRlKqHta8aPaHjo8Bw+aCC5H9UxWyuXrlmp4e/+SDoO16/NFaarabalR+TWDEYzMAbuaCC5nRwVlsYS6bNKXZSbGUXgVrXVAD7VUxNgzhptGFjfT0Ct+zhrgfeOfyQQU/F5t6mcX1F4S9kRg/X3JIyAHIKNWYMEEA4ZiRI5eiJBZ9nRKBzy13k1raoILsUGMgA8GJHKPkodOsHCQggjYQShk3pxW3IZKx16VHGo4O9xxYOjYI//AEEEF0H6ff77+hheLL9n7kUJQQQXaHLhpQQQTkQI8QQQSGP/2Q=="
Joginder Sharma ,2008,2011,  India ,All rounder,Low order,Right hand,Right arm fast medium,,,https://media.crictracker.com/media/attachments/2022/01/Joginder-Sharma.jpg
Manpreet Gony ,2008,2010,  India ,Bowler,Low order,Right hand,Right arm medium,,,https://images.hindustantimes.com/rf/image_size_960x540/HT/p2/2019/07/03/Pictures/chennai-super-kings-ipl-royal-challengers-bangalore_3baedf0c-9db0-11e9-8ce4-a310e1a81ef5.jpg
